Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,Bollinger_Width,MFI,EMA_20,ATR_14,ADX_14,OBV,Stoch_%K,Stoch_%D,Sentiment_T1,Sentiment_T2,Sentiment_T3,Sentiment_3DayAVG
2022-03-07,13328.3603515625,13353.2802734375,12828.01953125,12830.9599609375,6195370000,0.0,0.0,34.31299168607599,-288.02979370592584,-263.8324481332538,1592.293405542914,28.661318978395546,13659.291820342296,391.0603910109783,46.63582162975266,-28445130000,15.425325236680836,39.58035356773895,,,,
2022-03-08,12800.0400390625,13159.4404296875,12670.080078125,12795.5498046875,6683960000,0.0,0.0,33.92434234421363,-322.30101253432076,-275.52616101346723,1755.0105839316857,21.7157616141307,13577.03067599422,398.08181676465847,47.37637295416216,-35129090000,13.178274877592768,24.882023659097793,,,,
2022-03-09,13113.7001953125,13301.16015625,13039.7900390625,13255.5498046875,5396550000,0.0,0.0,42.962402860624074,-308.7835798496235,-282.17764478069853,1714.1481736770477,28.548031484511327,13546.413450155484,405.7624263930757,47.47044194853582,-29732540000,46.59439485705679,25.065998323776796,,,,
2022-03-10,13098.349609375,13163.5,12946.2802734375,13129.9599609375,5071250000,0.0,0.0,41.30136501481109,-304.6926605257213,-286.68064792970307,1556.4092157897976,28.344275881323043,13506.751213087104,398.87007673999886,47.690630438247034,-34803790000,43.37647094677437,34.38304689380797,,,,
2022-03-11,13229.76953125,13239.349609375,12830.3701171875,12843.8095703125,5288210000,0.0,0.0,37.72272112582286,-320.84205505940736,-293.51292935564396,1550.1008815095774,28.138605480823745,13443.61391377524,399.59217784339177,48.05810248842865,-40092000000,20.479126797389707,36.816664200406954,,,,
2022-03-14,12795.1201171875,12918.009765625,12555.349609375,12581.2197265625,5876710000,0.0,0.0,34.74733177339765,-350.7857328415339,-304.967490052822,1702.2514967890202,27.879425971490832,13361.481134040692,396.9541763010066,48.75471938668151,-45968710000,2.0175717852208734,21.957723176461645,,,,
2022-03-15,12685.23046875,12973.8798828125,12616.58984375,12948.6201171875,5440100000,0.0,0.0,41.67863422029828,-340.94002777378046,-312.1619975970137,1710.4366165188512,34.376996394669206,13322.161037197531,396.6474605830776,49.14729477970815,-40528610000,30.670579293137777,17.72242595858278,,,,
2022-03-16,13119.3701171875,13440.1201171875,12992.2001953125,13436.5498046875,6552210000,0.0,0.0,49.37035898672315,-290.4176338856687,-307.8131248547447,1560.3530310514288,42.532335374966955,13333.05520552991,403.42264197000065,47.654648623685055,-33976400000,68.72348657363897,33.80387921733253,,,,
2022-03-17,13360.7197265625,13620.7998046875,13317.1396484375,13614.7802734375,5612090000,0.0,0.0,51.86750432472395,-233.30714391480433,-292.91192866675664,1410.0459325015836,43.238461393861854,13359.886164378251,396.2967501328577,45.66655271814754,-28364310000,82.62341452566386,60.67249346414686,,,,
2022-03-18,13564.6298828125,13899.2802734375,13528.0595703125,13893.83984375,8149290000,0.0,0.0,55.56308374483007,-163.6425248652395,-267.0580479064532,1458.653263644308,44.855987202712114,13410.73889574699,394.5056039180107,42.9786340531406,-20215020000,99.59518524035649,83.64736211321976,,,,
2022-03-21,13860.3896484375,13945.8095703125,13682.5498046875,13838.4599609375,5673940000,0.0,0.0,54.66606449403912,-111.61487922609194,-235.969414170381,1516.181665115655,52.297285112782326,13451.474235288944,385.1309011827957,40.34850889315432,-25888960000,92.27956126815612,91.49938701139216,,,,
2022-03-22,13866.4296875,14141.0703125,13857.2900390625,14108.8203125,5445100000,0.0,0.0,58.21284174141307,-48.01330682888329,-198.37819270208144,1660.7908901727897,52.50122717389067,13514.07862359476,379.2365762099175,37.57921884890901,-20443860000,97.96622444693794,96.61365698515016,,,,
2022-03-23,13990.349609375,14152.1396484375,13921.650390625,13922.599609375,5024230000,0.0,0.0,55.01983790115184,-12.491067657807434,-161.20076769322665,1698.4640965904437,52.45338155472422,13552.98538414526,368.6117677529591,35.038870781493465,-25468090000,85.62490788098437,91.95689786535948,,,,
2022-03-24,14001.3203125,14193.5498046875,13897.2001953125,14191.83984375,5149520000,0.0,0.0,58.559053261105234,36.95994831135977,-121.56862449230935,1829.3988677616835,59.04933766502751,13613.828666012376,363.4501850116763,32.80266864725517,-20318570000,99.89561953768576,94.49558395520268,,,,
2022-03-25,14194.7197265625,14218.759765625,14010.7900390625,14169.2998046875,5585100000,0.0,0.0,58.14656704460649,73.48436000516449,-82.5580275928146,1924.7598802872744,66.38929464680153,13666.73067921953,352.34443797959227,30.804326417633348,-25903670000,97.02659258441687,94.18237333436234,,,,
2022-03-28,14177.2099609375,14356.0,14101.33984375,14354.900390625,5129500000,0.0,0.0,60.60717211520272,116.0686682160649,-42.8326884310387,2061.7591158623763,73.98788729971197,13732.270651734336,345.3669892846214,29.373291880759744,-20774170000,99.9389326556268,98.95371492590982,,,,
2022-03-29,14500.3896484375,14646.900390625,14419.400390625,14619.6396484375,6060890000,0.0,0.0,63.870057278037265,169.2285237826818,-0.4204459882945954,2280.5760637802778,74.39330216382521,13816.781984753685,341.55506147857704,28.83973317373033,-14713280000,98.69662537329322,98.55405020444564,,,,
2022-03-30,14558.58984375,14609.25,14383.4501953125,14442.26953125,5479200000,0.0,0.0,60.26825368063052,194.80026994917537,38.6236971991994,2403.854427624723,73.51876559382953,13876.352227277144,334.0289465961787,28.202052274596753,-20192480000,90.21630929502444,96.28395577464816,,,,
2022-03-31,14444.7802734375,14456.740234375,14217.7197265625,14220.51953125,5453890000,0.0,0.0,56.015239980429406,194.92570902606712,69.88409956457295,2464.571854945254,72.8998574650472,13909.13006575075,327.2426295402016,26.9674234713309,-25646370000,79.614128272794,89.50902098037056,,,,
2022-04-01,14269.5302734375,14306.9404296875,14131.8095703125,14261.5,5002790000,0.0,0.0,56.62442801630408,196.07170912589936,95.12162147683824,2506.7218224573153,73.11876742750106,13942.689107107824,316.37750309983005,25.50254991084902,-20643580000,81.01766297681908,83.61603351487918,,,,
2022-04-04,14304.349609375,14534.3798828125,14286.4501953125,14532.5498046875,4630100000,0.0,0.0,60.519280859939535,216.3573436620809,119.36876591388678,2488.2885562915217,73.04663278584972,13998.866316401123,313.2705302221636,24.829235775743292,-16013480000,93.08934716624576,84.57371280528628,,,,
2022-04-05,14490.259765625,14500.2900390625,14169.1201171875,14204.169921875,4727710000,0.0,0.0,54.172717906174704,203.5894901123702,136.21291075358346,2351.629362292246,66.36101511894091,14018.41904073197,316.8533271705805,23.756037383596404,-20741190000,66.70600547120274,80.27100520475585,,,,
2022-04-06,14002.580078125,14032.83984375,13788.900390625,13888.8203125,5360420000,0.0,0.0,48.87232272186799,166.1099837046222,142.19232534379125,2292.240654979778,59.46926338730343,14006.076304709875,323.8830560333962,22.603151041174296,-26101610000,32.2441526656792,64.01316843437591,,,,
2022-04-07,13861.490234375,13978.25,13689.23046875,13897.2998046875,4856090000,0.0,0.0,49.01677260012589,135.5291335174461,140.8596869785222,2192.1006355701356,51.270915296364144,13995.71663804108,321.3928042631536,21.815484140800603,-21245520000,22.268872247454414,40.40634346144545,,,,
2022-04-08,13830.4697265625,13866.0595703125,13693.6904296875,13711.0,4574080000,0.0,0.0,45.945414008674845,95.16376352658152,131.72050228813407,1978.2182134406285,44.41137441603482,13968.600767751452,312.97970217292834,21.08407916188217,-25819600000,2.2731768799189114,18.928733931017508,,,,
2022-04-11,13547.2900390625,13585.080078125,13401.3896484375,13411.9599609375,4946680000,0.0,0.0,41.45520549595024,38.598940462923565,113.09618992309196,1621.4821098801149,37.32956516852784,13915.587357578695,312.73903427218346,21.2086048069444,-30766280000,0.8486729292623586,8.463574018878559,,,,
2022-04-12,13584.6904296875,13685.9501953125,13317.740234375,13371.5703125,4991720000,0.0,0.0,40.87417522707504,-9.380068826556451,88.60093817316229,1436.959642489499,37.445565679115944,13863.776210428345,316.70124331970607,20.928083513930737,-35758000000,4.04993167090356,2.3905938266949387,,,,
2022-04-13,13373.1201171875,13679.4296875,13353.66015625,13643.58984375,4909720000,0.0,0.0,46.330063464825805,-25.164001602342974,65.84795021806124,1381.75605668953,37.072902225067,13842.8060802685,317.34897817186993,20.667599456132333,-30848280000,24.51545119245294,9.80468526420628,,,,
2022-04-14,13647.4296875,13662.9296875,13345.2197265625,13351.080078125,4642240000,0.0,0.0,41.85722093099253,-60.57767380870064,40.56282541270887,1459.776456537471,29.731826658998116,13795.975032445309,317.37476265512925,20.45149902744726,-35490520000,2.508339088651492,10.357907317335991,,,,
2022-04-18,13319.3896484375,13414.26953125,13222.0302734375,13332.3603515625,4365230000,0.0,0.0,41.58055555230884,-89.12639604592005,14.624981120983088,1570.8341661908707,22.69685388484241,13751.821253313612,308.43651230922717,20.628348260394063,-39855750000,7.74316738025053,11.588985887118318,,,,
2022-04-19,13312.4404296875,13643.9697265625,13281.2197265625,13619.66015625,4562840000,0.0,0.0,47.33408777632088,-87.55944020489915,-5.81190314419336,1597.2641849835563,20.5338532114189,13739.234482164697,312.3160471442824,19.79024153600894,-35292910000,28.663799627317736,12.971768698739917,,,,
2022-04-20,13665.3798828125,13678.5498046875,13426.1298828125,13453.0703125,4678930000,0.0,0.0,44.59169901398905,-98.62315817612398,-24.37415415057949,1650.7045763163733,27.657549482808236,13711.980751720435,308.03775248219074,18.870663825883543,-39971840000,17.60506784259506,18.004011616721105,,,,
2022-04-21,13623.7001953125,13710.7001953125,13140.830078125,13174.650390625,5233110000,0.0,0.0,40.38087400892559,-128.3775388652448,-45.17483109351255,1777.3095095317076,27.901266349243656,13660.806431616107,326.7400642468557,18.940998791926464,-45204950000,2.426918104127905,16.231928524680228,,,,
2022-04-22,13168.7998046875,13212.599609375,12828.01953125,12839.2900390625,4475090000,0.0,0.0,35.97429503647197,-176.9787764088287,-71.53562015657579,1975.2367742849056,28.30499067309279,13582.566775182431,330.87149380958033,19.813435806398875,-49680040000,0.6604998646493215,6.897495270457424,,,,
2022-04-25,12749.169921875,13011.4501953125,12722.58984375,13004.849609375,4845160000,0.0,0.0,39.485166604719055,-199.8327856683718,-97.195053258935,2071.3598151365513,21.07607144785392,13527.54609272458,327.8706979347889,20.86295884648451,-44834880000,15.877804725975285,6.321740898250833,,,,
2022-04-26,12918.0400390625,12918.0400390625,12490.740234375,12490.740234375,5168160000,0.0,0.0,33.36649579071667,-256.47262584985765,-129.05056777711954,2275.3712903646774,21.128961542267845,13428.802677643667,341.17346058230396,22.321122689003232,-50003040000,0.0,5.512768196874863,,,,
2022-04-27,12500.8798828125,12703.7900390625,12430.900390625,12488.9296875,4810720000,0.0,0.0,33.34689753220533,-298.0702351347809,-162.8545012486518,2324.2717842617494,21.46519552726103,13339.290964296652,336.2960454291037,23.792288902387657,-54813760000,3.750238247608373,6.542680991194548,,,,
2022-04-28,12712.8603515625,12948.51953125,12487.8603515625,12871.5302734375,5067150000,0.0,0.0,41.20580016976894,-296.7432984013485,-189.6322606791912,2253.3531616760956,28.80132389688204,13294.74232707197,345.1791264475606,24.04011762381296,-49746610000,30.702509453233287,11.48424923361388,,,,
2022-04-29,12710.419921875,12861.830078125,12315.740234375,12334.6396484375,4733070000,0.0,0.0,34.97402192957725,-335.1508673606113,-218.7359820154752,2360.432586014482,28.923014221853737,13203.30397672583,360.22276306291343,24.668288639984876,-54479680000,1.354835593259495,11.935861098033714,,,,
2022-05-02,12331.6904296875,12542.5400390625,12202.41015625,12536.01953125,4918240000,0.0,0.0,38.71774180637175,-345.3583923623337,-244.06046408484693,2332.350782956826,29.10351840850194,13139.753077156704,358.78755733074104,25.498785233619703,-49561440000,22.11838349123885,18.05857617924387,,,,
2022-05-03,12511.4599609375,12645.830078125,12460.990234375,12563.759765625,4547280000,0.0,0.0,39.236704924641394,-347.20713664587856,-264.68979859705325,2127.900898500935,36.00223440583546,13084.896571296542,346.3627206464024,25.801313734074807,-45014160000,23.95756784282698,15.810262309108436,,,,
2022-05-04,12574.73046875,12985.009765625,12367.01953125,12964.8603515625,5498050000,0.0,0.0,46.31577592730165,-312.7021785978486,-274.2922745972123,1929.4586898158668,36.26971570485749,13073.46455036949,365.7646859127308,24.734194117688713,-39516110000,50.55063519390555,32.208862175990454,,,,
2022-05-05,12787.51953125,12787.51953125,12183.5595703125,12317.6904296875,5308920000,0.0,0.0,38.518333867853855,-333.7309126004129,-286.18000219785245,1932.6808395868863,36.12357503498959,13001.486062685492,395.4458355796786,24.24067286179192,-44825030000,8.783137399347227,27.763780145359917,,,,
2022-05-06,12246.830078125,12358.419921875,11990.150390625,12144.66015625,5324480000,0.0,0.0,36.73750837881832,-360.20619994102344,-300.9852417464866,1935.675867957947,35.85340001748037,12919.88359540592,393.50467098470153,24.260567025979576,-50149510000,8.98025533489647,22.771342642716416,,,,
2022-05-09,11923.0302734375,11990.6103515625,11574.9404296875,11623.25,5939140000,0.0,0.0,31.94465495973634,-418.43800505185754,-324.4757944075608,2149.8717149395416,28.618743520215773,12796.394681557738,406.09146066882994,25.133532449786124,-56088650000,2.261938401970171,6.675110378737951,,,,
2022-05-10,11900.33984375,11944.9404296875,11566.2802734375,11737.669921875,6218260000,0.0,0.0,33.980130802354296,-450.1651747748547,-349.6136704810196,2306.314136285637,29.39496574844443,12695.563752064145,404.13208178177064,25.9602373181735,-49870390000,7.992354794374571,6.411516177080398,,,,
2022-05-11,11645.5703125,11844.509765625,11339.1796875,11364.240234375,6152370000,0.0,0.0,30.747841508318317,-499.681819289739,-379.6273002427635,2554.1770235542936,29.36142828885208,12568.77103609375,411.3605100920013,27.139550980940772,-56022760000,1.3376897823269818,3.863994326223903,,,,
2022-05-12,11199.25,11547.330078125,11108.759765625,11370.9599609375,6679470000,0.0,0.0,30.875264003881284,-532.2464848757372,-410.15113716935826,2644.2262717205485,28.7948776569808,12454.693790840774,413.30406740685834,28.60647799228575,-49343290000,13.780496880701923,7.703513819134488,,,,
2022-05-13,11555.9697265625,11856.7099609375,11510.259765625,11805.0,5894020000,0.0,0.0,38.718656465567605,-517.0703481318524,-431.5349793618571,2626.6283460113045,36.04501722311511,12392.81819171308,418.47877687779703,28.748110825657584,-43449270000,37.108073784143905,17.40875348239093,,,,
2022-05-16,11727.1396484375,11804.58984375,11627.5302734375,11662.7900390625,4930250000,0.0,0.0,37.2281732368848,-510.6320572747409,-447.3543949444339,2607.5291381824172,36.343508471877435,12323.291700984457,401.2638447124187,28.87962702807428,-48379520000,29.528595519653564,26.805722061499793,,,,
2022-05-17,11905.5703125,11988.4296875,11754.2802734375,11984.51953125,5093960000,0.0,0.0,42.61066695911822,-474.10361284153623,-452.7042385238544,2385.05261125954,42.9253172331654,12291.02768481927,395.86211640706733,28.31288020688999,-43285560000,46.676070119920055,37.77091314123917,,,,
2022-05-18,11790.6796875,11826.2197265625,11381.6904296875,11418.150390625,5064120000,0.0,0.0,36.65246353326216,-485.2620153116314,-459.21579388140987,2280.494973433255,36.136913470285464,12207.896513943626,410.64547248959826,28.570461398308765,-48349680000,16.489840106595604,30.898168582056403,,,,
2022-05-19,11364.400390625,11562.8203125,11313.3095703125,11388.5,5154410000,0.0,0.0,36.36577824862072,-490.8395752988926,-465.5405501649065,2222.539613169607,36.14923167997488,12129.8587507109,399.13584889659126,28.939499843632937,-53504090000,14.90953947368421,26.02514990006662,,,,
2022-05-20,11542.669921875,11552.2099609375,11035.6904296875,11354.6201171875,5434370000,0.0,0.0,36.019096317280955,-492.31851380046464,-470.89614289201813,2228.693137309092,36.13473161977599,12056.026499899148,407.5203976361205,29.77700140759958,-58938460000,16.361079563529536,15.920153047936443,,,,
2022-05-23,11396.2802734375,11552.0703125,11304.5595703125,11535.26953125,4552200000,0.0,0.0,39.33973748496734,-473.4559794385859,-471.40811020133174,2100.833105251906,35.78943525016308,12006.43059812304,396.0911365326475,30.554681431282894,-54386260000,25.62838691189783,18.96633531637052,,,,
2022-05-24,11326.4404296875,11351.6103515625,11092.48046875,11264.4501953125,4724430000,0.0,0.0,36.29825629040619,-474.88595248411,-472.10367865788743,2142.2824980442347,28.601446401041272,11935.765797855369,399.4267026731727,31.636098836546555,-59110690000,13.058338020584513,18.34926816533729,,,,
2022-05-25,11225.0302734375,11511.900390625,11211.849609375,11434.740234375,4519690000,0.0,0.0,39.4673676344889,-457.010105429501,-469.0849640122102,2121.8662667185927,34.942490363331984,11888.049077523903,392.3284225715175,31.968557543261817,-54591000000,30.168663135163072,22.951796022548468,,,,
2022-05-26,11409.83984375,11796.9697265625,11406.16015625,11740.650390625,4672620000,0.0,0.0,44.781809742427605,-413.39363039606906,-457.946697288982,1920.2043913946616,41.63885339860217,11874.011107343056,392.2199331244448,31.20620537367575,-49918380000,73.82398720442445,39.016996120057335,,,,
2022-05-27,11869.6904296875,12131.66015625,11856.8203125,12131.1298828125,4793900000,0.0,0.0,50.72822635930844,-343.3607787236233,-435.0295135759103,1885.065168457866,48.97297908428494,11898.498609768718,392.13349258877014,29.440254868996032,-45124480000,99.95161605064008,67.98142213007587,,,,
2022-05-31,12137.5400390625,12190.080078125,11942.5,12081.3896484375,6045500000,0.0,0.0,49.98973020461044,-288.5466739876774,-405.7329456582637,1785.3963104648574,48.967900292889944,11915.916803927648,381.8082486985009,27.62976187122339,-51169980000,90.58459768461924,88.12006697989459,,,,
2022-06-01,12176.8896484375,12237.9404296875,11901.4296875,11994.4599609375,4719900000,0.0,0.0,48.65656198106334,-249.24743111492535,-374.4358427495961,1653.2323565366096,49.78340965258375,11923.397104595251,378.5727125191437,25.80424021001189,-55889880000,79.74793356207111,90.0947157657768,,,,
2022-06-02,11945.5703125,12320.1201171875,11901.4501953125,12316.900390625,4445840000,0.0,0.0,53.59957933089406,-189.8952557710036,-337.5277253538776,1345.1064762163733,57.707677123058296,11960.873608026655,381.4367989017048,24.06571914090178,-51444040000,99.7493263668822,90.02728587119084,,,,
2022-06-03,12097.1201171875,12167.4404296875,11966.6201171875,12012.73046875,4130040000,0.0,0.0,48.82434114839691,-165.49448246569955,-303.12107677624203,1262.921123398795,50.46283518928084,11965.812356666976,379.2113327971187,22.451378148156675,-55574080000,76.06800501195204,85.18842164696844,,,,
2022-06-06,12200.330078125,12245.400390625,12004.2001953125,12061.3701171875,4647010000,0.0,0.0,49.59763300008181,-140.61100455951237,-270.61906233289614,1242.3462129221698,57.598633091388336,11974.913095764168,369.35339440536023,21.21084932394424,-50927070000,79.85487235944942,85.2240679127612,,,,
2022-06-07,11925.8095703125,12194.8603515625,11888.6103515625,12175.23046875,4411240000,0.0,0.0,51.447162996512255,-110.430120553272,-238.58127397697132,1301.8110287597192,50.46428913849625,11993.990940810438,364.8460090906916,19.74845483322195,-46515830000,88.71953444804662,81.54747060648269,,,,
2022-06-08,12147.2802734375,12235.7802734375,12052.7001953125,12086.26953125,4708980000,0.0,0.0,49.90625419697691,-92.6222649010524,-209.38947216178752,1335.9637376182654,57.78157917729436,12002.779377995155,351.8627283074279,18.434007445834578,-51224810000,81.79343032839235,83.45594571196278,,,,
2022-06-09,12016.4697265625,12115.0595703125,11751.98046875,11754.23046875,5408460000,0.0,0.0,44.543649195445454,-104.10216343676802,-188.33201041678365,1286.0638468291363,57.39290994286839,11979.108053305144,352.6638978256473,18.039402010157456,-56633270000,55.94234126284161,75.48510201309351,,,,
2022-06-10,11543.8798828125,11569.150390625,11328.26953125,11340.01953125,5152020000,0.0,0.0,38.92460875773585,-144.95250444410158,-179.65610922224724,1294.1681638091832,57.58763321199109,11918.24247977608,357.8994006595297,18.76718796307682,-61785290000,20.163821102964516,52.6331975647328,,,,
2022-06-13,10986.849609375,11071.48046875,10775.1396484375,10809.23046875,5937320000,0.0,0.0,33.15314261757534,-217.6480244134491,-187.2544922604876,1544.0326754597663,50.212247029567266,11812.622288249788,372.6837208133133,20.459371505988283,-67722610000,2.206553480904643,26.10423861557025,,,,
2022-06-14,10897.4296875,10926.8095703125,10733.0400390625,10828.349609375,4819890000,0.0,0.0,33.5354240634709,-270.5977108989664,-203.9231359881834,1731.8744087330851,50.26771819938562,11718.882033118856,359.9041358445052,22.09640911758683,-62902720000,6.005340979712892,9.45857185452734,,,,
2022-06-15,10968.400390625,11244.259765625,10866.3896484375,11099.150390625,5368500000,0.0,0.0,38.86800010918928,-287.396431881647,-220.61779516687616,1780.928121559282,50.75578529513662,11659.859971928963,363.9045658734691,22.43950022327341,-57534220000,23.068171329768575,10.426688596795362,,,,
2022-06-16,10806.01953125,10831.0703125,10565.1396484375,10646.099609375,5696630000,0.0,0.0,33.95909555146069,-333.4234530147278,-243.1789267364465,1974.9473223534517,43.70592799762544,11563.311365971444,376.055007038757,23.306899869930117,-63230850000,4.613154526737522,11.228888945406323,,,,
2022-06-17,10697.5498046875,10884.7099609375,10638.7197265625,10798.349609375,7452830000,0.0,0.0,36.84571997931465,-353.5395128424716,-265.2510439576515,2089.832888271725,45.21760277267353,11490.45786534321,366.7646661342029,23.92242062903045,-55778020000,13.288464748761896,13.65659686842266,,,,
2022-06-21,10974.0498046875,11164.990234375,10974.0498046875,11069.2998046875,5226260000,0.0,0.0,41.727288060693205,-343.65675766443564,-280.93218669900835,2128.161274356731,44.21406137483454,11450.34757385219,366.7558060531884,23.551179332972488,-50551760000,28.72739413499527,15.543004470164886,,,,
2022-06-22,10941.9501953125,11216.76953125,10938.0595703125,11053.080078125,5238180000,0.0,0.0,41.52038985310082,-333.29142330299146,-291.40403401980495,2173.4896801306168,44.1534393548745,11412.512574259124,360.4668171163535,23.04094529097136,-55789940000,27.803182905792667,23.273013929849935,,,,
2022-06-23,11137.6796875,11260.26953125,11046.2802734375,11232.1904296875,5258200000,0.0,0.0,44.776664615259726,-307.08423673216566,-294.5400745622771,2176.879764377434,44.464855574506984,11395.339036680874,350.0041343089354,22.422885052855,-50531740000,39.6992421772337,32.0766064060072,,,,
2022-06-24,11351.3095703125,11613.23046875,11337.7802734375,11607.6201171875,9468130000,0.0,0.0,50.94278592678843,-253.10319825949955,-286.2526993017216,2175.83850171608,53.748899587774105,11415.556282443413,352.22098464847573,20.869233031712785,-41063610000,62.042779586269106,43.18173488976515,,,,
2022-06-27,11661.01953125,11677.490234375,11487.0703125,11524.5498046875,5047860000,0.0,0.0,49.62249409794502,-214.55268651299957,-271.9126967439772,2168.188264679651,53.85885929072547,11425.93661789523,340.6637658789418,19.60508721018049,-46111470000,57.427680249904135,53.056567337802306,,,,
2022-06-28,11542.240234375,11635.849609375,11177.6796875,11181.5400390625,5433220000,0.0,0.0,44.49459124351221,-209.26685164451192,-259.38352772408416,2115.341580505992,53.36563638765021,11402.660753244492,349.0570627358031,18.82874446931623,-51544690000,36.89604941966498,52.12216975194607,,,,
2022-06-29,11160.2197265625,11226.330078125,11072.1904296875,11177.8896484375,5650860000,0.0,0.0,44.441956572832474,-203.0319198555881,-248.11320615038497,2056.916860926678,46.72055419325775,11381.253981358112,335.13439028592427,18.37288279207267,-57195550000,39.53430053720013,44.61934340225641,,,,
2022-06-30,11048.25,11160.919921875,10850.009765625,11028.740234375,5654520000,0.0,0.0,42.24314589999357,-207.7312066714676,-240.0368062546015,2020.034764646105,46.82090939050653,11347.681243550196,334.61621118067967,18.47759077895261,-62850070000,41.677560276266036,39.36930341104371,,,,
2022-07-01,11006.830078125,11132.5498046875,10922.7099609375,11127.849609375,4865730000,0.0,0.0,44.21813878636358,-201.13951592412013,-232.2573481885052,1841.716537598386,53.05866302641129,11326.744897438271,325.7036135070597,18.574819623912557,-57984340000,50.58746478415728,43.933108532541134,,,,
2022-07-05,10964.1796875,11323.8896484375,10911.4501953125,11322.240234375,5053570000,0.0,0.0,47.975760106670094,-178.1759531913067,-221.44106918906553,1732.2707473427508,59.87727064082768,11326.315881908438,331.89903062262687,17.999410798251095,-52930770000,68.06312645571253,53.442717172045285,,,,
2022-07-06,11337.900390625,11443.150390625,11250.3203125,11361.849609375,4851170000,0.0,0.0,48.73357029674406,-154.99434047253635,-208.15172344575973,1586.2563635069928,65.8384548261381,11329.700046429063,321.96553401565353,17.07345843049685,-48079600000,71.62399795618619,63.42486306535199,,,,
2022-07-07,11422.599609375,11644.4697265625,11412.8798828125,11621.349609375,4685050000,0.0,0.0,53.51134567691423,-114.36493631426856,-189.3943660194615,1392.5993485981237,65.6360288764993,11357.476195281057,319.15514709935684,16.11487990228951,-43394550000,94.95297384567976,78.21336608585949,,,,
2022-07-08,11503.6103515625,11689.7001953125,11479.76953125,11635.3095703125,4526570000,0.0,0.0,53.76099629579627,-80.11586282415192,-167.5386653803996,1215.9698730250602,72.21488552579032,11383.936516712623,311.3533983110099,15.35981824016959,-38867980000,94.8247729984278,87.13391493343124,,,,
